ID,Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,"CONSO(Watt)",I,"PDUOndulé","PDUNormal",cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,Baie,Id-baie,"FCTotal","FCCalculé","FCUtilisé","FCFutur","RJ45Total","RJ45Calculé","RJ45Utilisé","RJ45Futur","10GbpsFutur","RJ45CM","IPMI Dédié","IPMIUtilisé","IPMIFutur",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,,,IP,"Hostname <> Machine",Etat configuration réseau,Actions conf réseau à mener
268,TPB -1,RH1,H-RH-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,5M5ZY4J,636,"2,77",,,∞,,Cluster admin,DOIP,Déménagement,3,S1,1,,S1-1-,4,4,2,2,,6,4,4,,4,0,,1,,2RJ,,,2FC,2FC,,Err :502,2,Err :502,Err :502,-2,-2,Err :502,10.167.129.73,,Je ne peux pas m'authentifier sur la machine,?
269,TPB -1,RH1,REH-01,Serveur,1,Rackable,4,IBM,8203-E4A,DXU-P68-654F515,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,4,4,2,2,,6,2,2,,2,2,1,1,2FC,2FC,,2RJ,2RJ,,,-2,-2,Err :502,2,2,Err :502,Err :502,-,,?,?
270,TPB -1,RH1,REH-03,Serveur,1,Rackable,4,IBM,8203-E4A,DXU-P68-654F565,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,4,4,2,2,,6,2,2,,2,2,1,1,2FC,2FC,,2RJ,2RJ,,,-2,-2,Err :502,2,2,Err :502,Err :502,-,,?,?
271,TPB -1,RH1,REH-05,Serveur,1,Rackable,1,BULL,7042-CR5,65D8DDB,350,"1,52",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,0,0,0,0,,2,2,2,,2,,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
272,TPB -1,RH1,REHAPP01 / REHDON01,Serveur,1,Rackable,4,IBM,9117-570,65-BD1DF,1300,"5,65",,,,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,2,2,2,2,,4,3,3,,1,2,1,1,1RJ,1FC,1RJ,1RJ,1FC,,,1,-1,1,1,-1,Err :502,Err :502,-,,?,?
273,TPB -1,RH1,REHEXT-01,Serveur,1,Rackable,4,IBM,7311-D20,65-B035A,227,"0,99",,,,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,4,4,4,4,,2,0,0,,2,0,0,0,1FC,,1FC,,1FC,,1FC,-1,Err :502,-1,Err :502,-1,Err :502,-1,-,,?,?
274,TPB -1,RH1,REHHMC-01,Serveur,1,Rackable,5,IBM,Xseries 336,65-9615A,585,"2,54",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,0,0,0,0,,1,1,,,1,,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
275,TPB -1,RH2,H-RH-02,Serveur,1,Rackable,2,DELL,PowerEdge R810,6M5ZY4J,622,"2,70",,,∞,,Cluster admin,DOIP,Déménagement,3,S2,1,3,S2-1-3,4,4,2,2,,6,4,4,,4,0,,1,,2RJ,,,2FC,2FC,,Err :502,2,Err :502,Err :502,-2,-2,Err :502,10.167.129.92,,Je ne peux pas m'authentifier sur la machine,?
276,TPB -1,RH2,REH-02,Serveur,1,Rackable,4,BULL,8203-E4A,XDU-P68-652E865,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,4,0,2,2,,2,2,2,,2,2,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
277,TPB -1,RH2,REH-04,Serveur,1,Rackable,4,BULL,8203-E4A,XDU-P68-645F4D5,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,4,0,2,2,,2,2,2,,2,2,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
278,TPB -1,RH2,REH-06,Serveur,1,Rackable,1,BULL,7042-CR5,65E07AB,350,"1,52",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,0,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
279,TPB -1,RH2,REHEXT-02,Serveur,1,Rackable,4,IBM,7311-D20,65-B034A,227,"0,99",,,,,REHUCIT,DOIP/DOIF,A dégager,0,,3,,-3-,4,0,4,4,,2,0,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
280,TPB -1,RH2,REHHMC-02,Serveur,1,Rackable,5,IBM,Xseries 336,65-9613A,585,"2,54",,,?,,REHUCIT,DOIP/DOIF,A dégager,0,,3,,-3-,0,0,0,0,,2,2,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
281,TPB -1,RH2,REHINF-01 / REHDON-02,Serveur,1,Rackable,4,IBM,9117-570,65-BD17F,1300,"5,65",,,?,,REHUCIT,DOIP/DOIF,A dégager,0,,,,--,2,0,2,2,,2,4,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
282,TPB -1,ROUEN,ADMIN-01,Serveur,1,Rackable,2,BULL,Express5800 - 120RG-2,800063990093,600,"2,61",,,,,Singleton Messagerie,DOIP,A dégager,0,,,,--,0,0,0,0,,2,2,0,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.99,,,Déclasser
283,TPB -1,ROUEN,ADMIN-02,Serveur,1,Rackable,2,BULL,Express5800 - 120RG-2,,600,"2,61",,,,,Singleton Messagerie,DOIP,A dégager,0,,,,--,0,0,0,0,,2,2,0,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.100,,,Déclasser
284,TPB -1,ROUEN,FRANCIUM,Serveur,1,Rackable,",",HP,Proliant DL360,Gbj539003M,325,"1,41",,,∞,,Cluster admin,DOIP,A dégager,0,,,,--,0,0,0,0,,2,2,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502, 192.168.145.41,,,Déclasser
285,TPB -1,ROUEN,GALLIUM,Serveur,1,Rackable,1,HP,Proliant DL360,Gbj538063D,,"0,00",,,∞,,Cluster admin,DOIP,A dégager,0,,,,--,0,0,0,0,,2,2,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,192.168.145.42,,,Déclasser
286,TPB -1,ROUEN,TUNGSTENE,Serveur,1,Rackable,1,BULL,Express5800 - 120RD-1,800023910092,350,"1,52",,,,,Singleton admin,DOIP,A dégager,0,,,,--,0,0,0,0,,2,2,0,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.151.3,,,Déclasser
287,TPB -1,SAUV 1,DELL ML6000,Librairie,4,Rackable,32,DELL,ML6000,,80,"0,35",,,,,Sauvegarde,DOIP,Déménagement,4,S1,2,,S1-2-,14,14,14,14,,1,1,1,,1,,,0,2FC,4FC,4FC,4FC,,,,-2,-4,-4,-4,Err :502,Err :502,Err :502,10.167.129.98,,Je ne peux pas m'authentifier sur la machine,?
288,TPB -1,SAUV 1,TINA-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,FLGZ7X1,224,"0,97",3.8,G2-D2,,,Singleton admin,DOIP,Déménagement,4,S1,2,,S1-2-,4,4,4,4,,4,2,2,,4,1,,1,2FC,,,,,2FC,,-2,Err :502,Err :502,Err :502,Err :502,-2,Err :502,10.167.129.99,,bond0(eth0-eth1) +Vlans pour la sauvegarde,Déménagement en l'état
289,TPB -1,SAUV 1,TINA-03,Serveur,1,Rackable,2,DELL,PowerEdge 2950,3JLT75J,350,"1,52",3.8,G2-D2,,,Singleton admin,DOIP,Déménagement,4,S1,2,,S1-2-,4,4,4,4,,2,2,2,,2,0,,0,,2FC,,,,2FC,,Err :502,-2,Err :502,Err :502,Err :502,-2,Err :502,10.167.129.96,,bond0(eth0-eth1) +Vlans pour la sauvegarde,Déménagement en l'état
290,TPB -1,SAUV 1,TINA-05,Serveur,1,Rackable,2,DELL,PowerEdge 2950,3YN054J,350,"1,52",3.8,G2-D2,,,Singleton admin,DOIP,Déménagement,4,S1,2,,S1-2-,4,4,4,4,,2,1,2,,2,0,,0,2FC,2FC,,,,,,-2,-2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.94,,Eth0(10.167.129.94) + vlan1501,"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.94. Appliquer le vlan1501 sur le bond0"
291,TPB -1,SINGLE 1,ARGENT,Serveur,1,Rackable,1,BULL,Express5800 - 120RD-1,800023890097,350,"1,52",2.11,,,,Singleton admin,DOIP,A dégager,0,,,,--,0,0,0,0,,2,1,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.160.4,,,Déclasser
292,TPB -1,SINGLE 1,BO-PROD-03,Serveur,1,Rackable,2,DELL,PowerEdge R810,JHLT75J,399,"1,73",D.11,G2-D3,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.6,,"Em1(10.167.133.6), em2(10.167.5.6)","Créer un bond0 avec em1 et em2, lui affecter l'ip  10.167.133.6. Ajouter le vlan1505(10.167.5.6) taggé sur le port du switch et le bond0"
293,TPB -1,SINGLE 1,BO-PROD-04,Serveur,1,Rackable,2,DELL,PowerEdge R810,8JLT75J,400,"1,74",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,6,S2-1-6,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.3,,"Em1(10.167.133.3), em2(10.167.5.3)","Créer un bond0 avec em1 et em2, lui affecter l'ip  10.167.5.3"
294,TPB -1,SINGLE 1,COTTAGE-02,Serveur,1,Rackable,2,DELL,PowerEdge 2950,2BKL64J,350,"1,52",2.11,G2-D4,,,Singleton DG,DOIP,A dégager,0,,,,--,0,0,0,0,,4,1,0,,2,0,,0,,,2RJ,,,,,Err :502,Err :502,2,Err :502,Err :502,Err :502,Err :502,10.167.62.108,,,Déclasser
295,TPB -1,SINGLE 1,CS-GESTION,Serveur,1,Rackable,4,DELL,PowerEdge 6850,48BSZ2J,760,"3,30",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.3,,Eth0(10.167.130.3),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.3"
296,TPB -1,SINGLE 1,INDEXER-03,Serveur,1,Rackable,2,DELL,PowerEdge R810,FHLT75J,384,"1,67",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.120,,Eth0(10.167.130.120),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.120"
297,TPB -1,SINGLE 1,IRIDIUM,Serveur,1,Rackable,4,DELL,PowerEdge 6850,1HVCZ2J,760,"3,30",2.11,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,ISCI,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.140.2,,Je ne peux pas m'authentifier sur la machine,?
298,TPB -1,SINGLE 1,LOG-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,259M15J,414,"1,80",D.38,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.9,,Eth0(10.167.130.9),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.9"
299,TPB -1,SINGLE 1,MUNIN-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,12WKR4J,373,"1,62",D.38,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.123.7,,Eth0(10.167.123.7),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.123.7"
300,TPB -1,SINGLE 1,PNE-SYSTEME-02,Serveur,1,Rackable,1,DELL,PowerEdge R610,8G3KR4J,108,"0,47",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.66.2,,,Stocker
301,TPB -1,SINGLE 1,PUPPETMASTER-01,Serveur,1,Rackable,4,DELL,PowerEdge 6850,38BSZ2J,760,"3,30",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.31,,Eth0(10.167.130.31),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.31"
302,TPB -1,SINGLE 1,PUPPETMASTER-PARIS01,Serveur,1,Rackable,1,DELL,PowerEdge R610,CBD2F4J,200,"0,87",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,8,1,2,,4,0,,1,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.33,,Eth0(10.167.130.33),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.33"
303,TPB -1,SINGLE 1,SGBD-DEV-A,Serveur,1,Rackable,2,DELL,PowerEdge 2950,6YN054J,350,"1,52",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.135.4,Sgbd-deva,Connection time out – ICMP NOK,?
304,TPB -1,SINGLE 1,SGBD-DEV-B,Serveur,1,Rackable,2,DELL,PowerEdge R710,GTZ4H4J,230,"1,00",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,6,1,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.135.6,Sgbd-devb,Connection time out – ICMP NOK,?
305,TPB -1,SINGLE 1,SGBD-DEV-C,Serveur,1,Rackable,2,DELL,PowerEdge R710,FTZ4H4J,230,"1,00",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,6,1,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.135.8,Sgbd-devc,Connection time out – ICMP NOK,?
306,TPB -1,SINGLE 1,SGBD-PRODD-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,J3Y6X4J,418,"1,82",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,3,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.23,,"Eth0(10.167.132.23, 10.167.132.147)eth2(vlan1504:10.167.4.23)","Créer un bond0 avec eth0 et eth1, lui affecter les ip  10.167.132.23 et 10.167.132.147. Ajouter le vlan1504(10.167.4.23) taggé sur le port du switch et le bond0"
307,TPB -1,SINGLE 1,WSUS2008,Serveur,1,Rackable,2,DELL,PowerEdge R710,HLCQP4J,146,"0,63",D.38,G2-D3,,,Singleton admin,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,1,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
308,TPB -1,SINGLE 3,ETL-02,Serveur,1,Rackable,2,DELL,PowerEdge R710,DJT5L4J,180,"0,78",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.8,,Eth0(10.167.133.8) eth1(10.167.5.8),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.8. Ajouter le vlan1505(10.167.5.8) taggé sur le port du switch et le bond0"
309,TPB -1,SINGLE 3,H-ACAI-09,Serveur,1,Rackable,2,DELL,PowerEdge R820,BHMKF02,196,"0,85",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,2,2,0,0,,8,4,0,,4,1,,0,,,1FC,1FC,4RJ,,,Err :502,Err :502,-1,-1,4,Err :502,Err :502,-,,?,?
310,TPB -1,SINGLE 3,ME-CMPT-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,JJMKF02,210,"0,91",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,2,2,0,0,,8,4,0,,4,1,,0,,,1FC,1FC,4RJ,,,Err :502,Err :502,-1,-1,4,Err :502,Err :502,-,,?,?
311,TPB -1,SINGLE 3,ME-CMPT-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,9JMKF02,182,"0,79",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,2,2,2,0,,8,4,0,,4,1,,0,,,1FC,1FC,4RJ,,,Err :502,Err :502,-1,-1,4,Err :502,Err :502,-,,?,?
312,TPB -1,SINGLE 3,ME-FMAN-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,DMG6F5J,160,"0,70",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,0,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,???,Stocker
313,TPB -1,SINGLE 3,ME-MANIQ-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,DWV6X4J,160,"0,70",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,0,0,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,???,Stocker
314,TPB -1,SINGLE 3,ME-SVC-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,3MG6F5J,160,"0,70",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,2,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,???,Stocker
315,TPB -1,SINGLE 3,ORACLE-01,Serveur,1,Rackable,2,DELL,PowerEdge R720,9HJNV02,196,"0,85",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,2,2,,4,1,,1,,,4RJ,1FC,1FC,,,Err :502,Err :502,4,-1,-1,Err :502,Err :502,10.167.132.31,,"bond0(eth0-eth1,10.167.132.31)",Déménagement en l'état
316,TPB -1,SINGLE 3,ORACLE-02,Serveur,1,Rackable,2,DELL,PowerEdge R720,4FJNV02,168,"0,73",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,2,2,,4,1,,1,,,4RJ,1FC,1FC,,,Err :502,Err :502,4,-1,-1,Err :502,Err :502,10.167.132.32,,Connection time out – ICMP NOK,?
317,TPB -1,SINGLE 3,ORACLE-03,Serveur,1,Rackable,2,DELL,PowerEdge R720,3GJNV02,196,"0,85",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,2,2,,4,1,,1,,,4RJ,1FC,1FC,,,Err :502,Err :502,4,-1,-1,Err :502,Err :502,10.167.132.33,,"bond0(eth0-eth1,10.167.132.33)",Déménagement en l'état
318,TPB -1,SINGLE 3,ORACLE-PIACD,Serveur,1,Rackable,4,DELL,PowerEdge R910,FVMJR4J,540,"2,35",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,4,2,2,,4,1,,1,,,1FC,1FC,,,,Err :502,Err :502,-1,-1,Err :502,Err :502,Err :502,10.167.132.9,,"bond0(eth0-eth1,10.167.132.9)",Déménagement en l'état
319,TPB -1,SINGLE 3,URANIUM,Serveur,1,Rackable,4,BULL,Express5800 - 140RC-4,800024750093,800,"3,48",,,,,Singleton admin,DOIP,A dégager,0,,,,--,0,0,0,0,,2,2,0,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.134.3,,,Déclasser
320,TPB -1,Stock,BLADE CENTER,Blade,1,Rackable,10,DELL,M1000e,GGZZ75J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
321,TPB -1,Stock,BLADE CENTER,Blade,1,Rackable,10,DELL,M1000e,BGCC05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
322,TPB -1,Stock,BO-PROD-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,FXLM03J,350,"1,52",D.39,G2-D2,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,2,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
323,TPB -1,Stock,CEPH-OSD-03,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20BZH82,,,,,,,Ceph,DOIP,Déménagement,4,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
324,TPB -1,Stock,CEPH-OSD-04,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20F3J82,,,,,,,Ceph,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,,2,4,4,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
325,TPB -1,Stock,CEPH-OSD-05,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20G4J82,,,,,,,Ceph,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,,2,4,4,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
326,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,1,DELL,PowerEdge R410,1MPH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
327,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,1,DELL,PowerEdge R410,2MPH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
328,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,1,DELL,PowerEdge R410,8JMH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
329,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,1,DELL,PowerEdge R410,9JMH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
330,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,2,DELL,PowerEdge R710,6SQH05j,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
331,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,2,DELL,PowerEdge R710,8SQH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
332,TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,2,DELL,PowerEdge R710,9SQH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
333,TPB -1,Stock,fabric1-66,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,1,S2,1,0,S2-1-0,0,0,0,0,,1,1,1,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
334,TPB -1,Stock,fabric2-68,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,1,S2,1,0,S2-1-0,0,0,0,0,,1,1,1,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
335,TPB -1,Stock,H-M2-03,Serveur,1,Rackable,2,DELL,PowerEdge R730,79Y1J82,,,,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,,,S1--,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
336,TPB -1,Stock,H-M2-04,Serveur,1,Rackable,2,DELL,PowerEdge R730,79YWH82,,,,,∞,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
337,TPB -1,Stock,H-ORACLE-01,Serveur,1,Rackable,2,DELL,PowerEdge R730,78BYH82,,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,,,S1--,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
338,TPB -1,Stock,H-ORACLE-02,Serveur,1,Rackable,2,DELL,PowerEdge R730,78CWH82,,,,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
