ID,Localisation,Rack,Nom du matériel,MODELE,Type,Nb Elts,Architecture,U,MARQUE,numéro de série,"CONSO (Watt)",I,"PDU Ondulé","PDU Normal",cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,Baie,Id-baie,"FC Total","FC Calculé","FC Utilisé","FC Futur","RJ45 Total","RJ45 Calculé","RJ45 Utilisé","RJ45 Futur","10Gbps Futur","RJ45 CM","IPMI Dédié","IPMI Utilisé","IPMI Futur",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,,,IP,"Hostname <> Machine",Etat configuration réseau,Actions conf réseau à mener
35,TPB -1,A venir,H-DNSRIE-CACHEPUB-PARIS02,,Serveur,1,Rackable,2,DELL,,,,,,H-dnsrie-cachepub,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.24,,Connection time out – ICMP NOK,?
161,TPB -1,DNS RIE,H-DNSRIE-MINISTERIEL-PARIS02,PowerEdge R720,Serveur,1,Rackable,2,DELL,30YCJ32,98,"0,43",,,H-dnsrie-ministeriel,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.28,,Eth0(10.167.129.28),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.28 - Fait"
163,TPB -1,DNS RIE,H-DNSRIE-PUBLIC-PARIS02,PowerEdge R720,Serveur,1,Rackable,2,DELL,9XXCJ32,98,"0,43",,,H-dnsrie-public,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.22,,"bond0(eth0-eth1,10.167.129.22)",Déménagement en l'état
167,TPB -1,DNS RIE,H-FWRIE-MINISTERIEL-PARIS02,PowerEdge R720,Serveur,1,Rackable,2,DELL,3YXCJ32,98,"0,43",,,H-fwrie-ministeriel,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.30,,Eth0(10.167.129.30),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.30 – Fait"
90,TPB -1,DEM4,H-INFRA-02,PowerEdge R810,Serveur,1,Rackable,2,DELL,G16975J,422,"1,83",,,H-infra,,Cluster admin,DOIP,Déménagement,2,S2,1,3,S2-1-3,4,4,2,2,,8,6,6,,4,1,,1,4RJ,,,,2FC,2FC,,4,Err :502,Err :502,Err :502,-2,-2,Err :502,10.167.129.92,,Je ne peux pas m'authentifier sur la machine,?
52,TPB -1,DEM1,H-M2-02,PowerEdge R900,Serveur,1,Rackable,4,DELL,6BHBF4J,770,"3,35",,,H-m2,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,6,S2-1-6,2,4,2,2,,6,6,6,,4,1,,0,,,2FC,2FC,1RJ,1RJ,,Err :502,Err :502,-2,-2,1,1,Err :502,10.167.129.122,,Je ne peux pas m'authentifier sur la machine,?
336,TPB -1,Stock,H-M2-04,PowerEdge R730,Serveur,1,Rackable,2,DELL,79YWH82,,,,,H-m2,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
338,TPB -1,Stock,H-ORACLE-02,PowerEdge R730,Serveur,1,Rackable,2,DELL,78CWH82,,,,,H-oracle,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
341,TPB -1,Stock,H-ORACLE-04,PowerEdge R730,Serveur,1,Rackable,2,DELL,78F0J82,,,,,H-oracle,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
342,TPB -1,Stock,H-RECETTE-02,PowerEdge R730,Serveur,1,Rackable,2,DELL,79Z3J82,,,,,H-recette,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
343,TPB -1,Stock,H-RECETTE-04,PowerEdge R730,Serveur,1,Rackable,2,DELL,7B12J82,,,,,H-recette,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
275,TPB -1,RH2,H-RH-02,PowerEdge R810,Serveur,1,Rackable,2,DELL,6M5ZY4J,622,"2,70",,,H-rh,,Cluster admin,DOIP/DOIF,Déménagement,2,S2,1,3,S2-1-3,4,4,2,2,,6,4,4,,4,0,,1,,2RJ,,,2FC,2FC,,Err :502,2,Err :502,Err :502,-2,-2,Err :502,10.167.129.92,,Je ne peux pas m'authentifier sur la machine,?
61,TPB -1,DEM2,H-RIE-PARIS02,PowerEdge R810,Serveur,1,Rackable,2,DELL,GHLT75J,370,"1,61",,,H-rie,,Cluster admin,DOIP,Déménagement,2,S2,1,3,S2-1-3,0,0,0,0,,4,4,4,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.162,,"bond0(eth0-eth2,10.167.129.162) + bond1(eth1-eth3, vlan1630, vlan1667, vlan1668, vlan770, vlan772, vlan778)",Déménagement en l'état
53,TPB -1,DEM1,H-SEC-02,PowerEdge R730,Serveur,1,Rackable,2,DELL,79XWH82,322,,,,H-sec,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,0,,8,2,4,,4,1,,1,,,,2RJ,,2RJ,,Err :502,Err :502,Err :502,2,Err :502,2,Err :502,-,Pas installé,,?
62,TPB -1,DEM2,H-SGBD-02,PowerEdge R820,Serveur,1,Rackable,2,DELL,6Z4LJ32,252,"1,10",,,H-sgbd,,Cluster admin,DOIP,Déménagement,2,S2,1,3,S2-1-3,2,2,2,2,,12,4,4,,4,1,,1,,,1FC,1FC,4RJ,4RJ,,Err :502,Err :502,-1,-1,4,4,Err :502,10.167.129.126,,Je ne peux pas m'authentifier sur la machine,?
54,TPB -1,DEM1,HORDE-04,PowerEdge 6850,Serveur,1,Rackable,4,DELL,84TXB3J,760,"3,30",,,horde,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,4,1,2,,2,0,,0,1,,1,,,,VGA,1,Err :502,1,Err :502,Err :502,Err :502,Err :502,10.167.124.132,,"Eth0(10.167.124.132), +vlan1534","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.132. Appliquer le vlan1534 sur le bond0"
55,TPB -1,DEM1,HORDE-06,PowerEdge 6850,Serveur,1,Rackable,4,DELL,B4TXB3J,760,"3,30",,,horde,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,4,1,2,,2,0,,0,1,,1,,,,VGA,1,Err :502,1,Err :502,Err :502,Err :502,Err :502,10.167.124.134 (résolution rcube-02),Rcube-02,"Eth0(10.167.124.134), +vlan1534","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.134. Appliquer le vlan1534 sur le bond0"
345,TPB -1,Stock,HP HELION / CONTROLEUR (Tony),PowerEdge R730,Serveur,1,Rackable,2,DELL,6GL0J82,,,,,HP Helion,,cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
349,TPB -1,Stock,HP HELION COMPUTE NODE (Tony),PowerEdge R730,Serveur,1,Rackable,2,DELL,21B1J82,,,,,HP Helion,,cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
352,TPB -1,Stock,HP HELION SERVICE NODE (Tony),PowerEdge R730xd,Serveur,1,Rackable,2,DELL,24H3J82,,,,,HP Helion,,cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
91,TPB -1,DEM4,LB-ACAI-04,PowerEdge R410,Serveur,1,Rackable,1,DELL,8WV6X4J,160,"0,70",,,Lb-acai,,Cluster admin,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,1,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.131.5,,Eth0(10.167.131.5),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.131.5"
92,TPB -1,DEM4,LB-INTER-02,PowerEdge R610,Serveur,1,Rackable,1,DELL,C2F925J,105,"0,46",,,Lb-inter,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.165.6,,"Eth0(10.167.165.6/24), eth1(10.167.166.6/24)","Créer un bond0 avec em1 et em2, lui affecter l'ip  10.167.165.6. Ajouter le vlan1166(10.167.166.6) taggé sur le port du switch et le bond0"
93,TPB -1,DEM4,LB-M2-02,PowerEdge R610,Serveur,1,Rackable,1,DELL,92F925J,118,"0,51",,,Lb-m2,,Cluster admin,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.112,,Eth0(10.167.124.112),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.112"
63,TPB -1,DEM2,LDAPAP-02,PowerEdge R410,Serveur,1,Rackable,1,DELL,BM6YT4J,154,"0,67",,,ldapap,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,2,2,,2,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.154,,Eth0(prod) eth1(10.128.255.2/24),?
73,TPB -1,DEM3,LDAPBA-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,GFC2F4J,228,"0,99",,,ldapba,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,6,2,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.66,,Eth0(prod) eth1(10.128.255.2/24),?
64,TPB -1,DEM2,LDAPCL-02,PowerEdge R410,Serveur,1,Rackable,1,DELL,9M6YT4J,187,"0,81",,,ldapcl,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,2,2,,2,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.146,,Eth0(prod) eth1(192.168.251.2/28),?
74,TPB -1,DEM3,LDAPMAHA-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,2GC2F4J,228,"0,99",,,ldapmaha,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,6,2,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.2,,Eth0(prod) eth1(192.168.251.132/24),?
76,TPB -1,DEM3,LDAPSMB-08,PowerEdge R820,Serveur,1,Rackable,2,DELL,8KMKF02,364,"1,58",,,ldapsmb,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,3,S2-1-3,2,2,0,0,,4,1,2,,4,1,,1,,,1FC,1FC,,,,Err :502,Err :502,-1,-1,Err :502,Err :502,Err :502,10.167.128.200,,eth0 (je trouve 8 RJ utilisables contre 4 dans l'inventaire),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.128.200"
118,TPB -1,DEM6,LDAPSMB-10,PowerEdge R820,Serveur,1,Rackable,2,DELL,5ZQPQ52,280,"1,22",,,ldapsmb,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,3,S2-1-3,1,1,0,0,,8,2,2,,4,1,,1,,,4RJ,,,1FC,,Err :502,Err :502,4,Err :502,Err :502,-1,Err :502,10.167.128.202,,"Eth0(10.167.128.202),eth1(10.167.255.4)","Créer un bond0 avec em1 et em2, lui affecter l'ip  10.167.128.202. Ajouter le vlan1804(10.167.255.4) taggé sur le port du switch et le bond0"
95,TPB -1,DEM4,M2-HACLUSTER-QUAL-02,PowerEdge R610,Serveur,1,Rackable,1,DELL,24XWD5J,110,"0,48",,,m2-hacluster-qual,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.237,,"Eth0(10.167.124.237), eth1(192.168.251.130/24)",?
361,TPB -1,Stock,NSS-04,PowerEdge R730,Serveur,1,Rackable,2,DELL,8768Z72,,,,,nss,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,2,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
68,TPB -1,DEM2,NTP-02,PowerEdge R410,Serveur,1,Rackable,1,DELL,3MPH05J,153,,,,ntp,,Cluster admin,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,2,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.160.42,,bond0(eth0-eth1),Déménagement en l'état
126,TPB -1,DEM6,PG-REPLICATION-02,PowerEdge R820,Serveur,1,Rackable,2,DELL,GYQPQ52,280,"1,22",,,Pg-replication,,Cluster admin,DOIP,Déménagement,2,S2,1,3,S2-1-3,1,1,0,0,,8,2,2,,4,1,,1,,,4RJ,,,1FC,,Err :502,Err :502,4,Err :502,Err :502,-1,Err :502,10.167.132.125,Replication-pg-02,Je ne peux pas m'authentifier sur la machine,?
98,TPB -1,DEM4,PROXYAUTH-04,PowerEdge R710,Serveur,1,Rackable,2,DELL,5SQH05J,152,"0,66",,,proxyauth,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.160.106,,Eth0(10.167.160.106),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.160.106"
77,TPB -1,DEM3,PROXYPRO-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,96XX75J,185,"0,80",,,proxypro,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.161.126,,bond0(eth0-eth1) +vlan1662 sur bond0,Déménagement en l'état
78,TPB -1,DEM3,RELGREYNG-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,JFC2F4J,228,"0,99",,,relgrey,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,6,1,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.126.68,,Eth0(10.167.126.68),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.126.68"
79,TPB -1,DEM3,RELTERNET-02,PowerEdge 6850,Serveur,1,Rackable,4,DELL,46YNK3J,760,"3,30",,,relternet,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,2,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.126.14,,"Eth0(10.167.126.14/24), eth1(10.167.127.14/24)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.7. Ajouter le vlan1127(10.167.127.14) taggé sur le port du switch et le bond0"
80,TPB -1,DEM3,RELTERNET-04,PowerEdge 6850,Serveur,1,Rackable,4,DELL,G5YNK3J,760,"3,30",,,relternet,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,2,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.126.16,,"Eth0(10.167.126.16/24), eth1(10.167.127.16/24)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.7. Ajouter le vlan1514(10.167.127.14) taggé sur le port du switch et le bond0"
69,TPB -1,DEM2,RELTRANET-02,PowerEdge 6850,Serveur,1,Rackable,4,DELL,HMG6B3J,760,"3,30",,,reltranet,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.34,,Eth0(10.167.128.34),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.128.34"
70,TPB -1,DEM2,RELTRANET-04,PowerEdge 6850,Serveur,1,Rackable,4,DELL,2NG6B3J,760,"3,30",,,reltranet,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,7,S2-1-7,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.36,,Eth0(10.167.128.36),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.128.36"
99,TPB -1,DEM4,RP-ADER-02,PowerEdge 2950,Serveur,1,Rackable,2,DELL,4HV013J,350,"1,52",,,Rp-ader,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,8,1,2,,2,0,,0,2RJ,2RJ,2RJ,,,,,2,2,2,Err :502,Err :502,Err :502,Err :502,10.167.155.4,,Eth6(10.167.155.4),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.155.4 (à modifier au plus tôt)"
100,TPB -1,DEM4,RP-INTER-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,H1WKR4J,180,"0,78",,,Rp-inter,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.165.4,,"Eth0(10.167.165.4), eth1(10.167.166.4)","Créer un bond0 avec em1 et em2, lui affecter l'ip  10.167.165.4. Ajouter le vlan1166(10.167.166.4) taggé sur le port du switch et le bond0"
81,TPB -1,DEM3,RP-INTRA-02,PowerEdge R610,Serveur,1,Rackable,1,DELL,3643H4J,174,"0,76",,,Rp-intra,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.150.12,,Eth0 (10.167.150.12),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.12"
82,TPB -1,DEM3,RP-INTRA-04,PowerEdge R610,Serveur,1,Rackable,1,DELL,6H0LR4J,96,"0,42",,,Rp-intra,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.150.14,,Eth0 (10.167.150.14),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.14"
83,TPB -1,DEM3,RP-INTRA-06,PowerEdge R610,Serveur,1,Rackable,1,DELL,FX6M15J,167,"0,73",,,Rp-intra,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.150.16,,Eth0 (10.167.150.16),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.16"
84,TPB -1,DEM3,SAFITA-02,PowerEdge R610,Serveur,1,Rackable,1,DELL,FBD2F4J,178,"0,77",,,safita,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,0,0,0,0,,8,1,2,,4,0,,1,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.122.4,,Connection time out – ICMP NOK,?
85,TPB -1,DEM3,ZP-02,PowerEdge R810,Serveur,1,Rackable,2,DELL,G3Y6X4J,416,"1,81",,,zp,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,3,S2-1-3,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.214,,Eth0 (10.167.124.214),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.214"
58,TPB -1,DEM2,H-ACAI-05,PowerEdge R820,Serveur,1,Rackable,2,DELL,CPH4ZZ1,196,"0,85",,,H-acai,,Cluster admin,DOIP,Déménagement,3,S1,1,,S1-1-,2,2,2,2,,8,6,6,,4,1,,1,4RJ,1FC,,,,1FC,,4,-1,Err :502,Err :502,Err :502,-1,Err :502,10.167.129.76,,Je ne peux pas m'authentifier sur la machine,Déménagement en l'état
59,TPB -1,DEM2,H-ACAI-07,PowerEdge R820,Serveur,1,Rackable,2,DELL,8PH4ZZ1,196,"0,85",,,H-acai,,Cluster admin,DOIP,Déménagement,3,S1,1,,S1-1-,2,2,2,2,,8,6,6,,4,1,,1,4RJ,1FC,,,,1FC,,4,-1,Err :502,Err :502,Err :502,-1,Err :502,10.167.129.78,,Je ne peux pas m'authentifier sur la machine,Déménagement en l'état
268,TPB -1,RH1,H-RH-01,PowerEdge R810,Serveur,1,Rackable,2,DELL,5M5ZY4J,636,"2,77",,,H-rh,,Cluster admin,DOIP/DOIF,Déménagement,3,S1,1,,S1-1-,4,4,2,2,,6,4,4,,4,0,,1,,2RJ,,,2FC,2FC,,Err :502,2,Err :502,Err :502,-2,-2,Err :502,10.167.129.73,,Je ne peux pas m'authentifier sur la machine,?
225,TPB -1,INFRA 1,H-SGBD-01,PowerEdge R820,Serveur,1,Rackable,2,DELL,DSMKF02,238,"1,03",,,H-sgbd,,Cluster admin,DOIP,Déménagement,3,S1,1,,S1-1-,2,2,2,2,,8,4,4,,4,1,,1,,,1FC,1FC,4RJ,,,Err :502,Err :502,-1,-1,4,Err :502,Err :502,10.167.129.125,,Je ne peux pas m'authentifier sur la machine,?
266,TPB -1,NETAPP1,NETAPP,FAS 8040,Baie de disques,4,Rackable,12,NETAPP,,1017,"4,42",,,∞,,Stockage NETAPP,DOIP,Déménagement,3,S1,1,2,S1-1-2,2,0,2,2,,4,4,4,,4,2,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.0.241,,Je ne peux pas m'authentifier sur la machine,?
267,TPB -1,NETAPP2,NETAPP,FAS 8040,Baie de disques,4,Rackable,12,NETAPP,,1017,"4,42",,,∞,,Stockage NETAPP,DOIP,Déménagement,3,S2,1,2,S2-1-2,2,0,2,2,,4,4,4,,4,2,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.0.242,,Je ne peux pas m'authentifier sur la machine,?
86,TPB -1,DEM4,BO-PROD-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,J1WKR4J,172,"0,75",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.2,,Je ne peux pas m'authentifier sur la machine,?
136,TPB -1,DIVERS 1,COLLECTD-01,PowerEdge R610,Serveur,1,Rackable,1,DELL,J3XWD5J,113,"0,49",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.123.8,,Eth0(10.167.123.8),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.123.8"
295,TPB -1,SINGLE 1,CS-GESTION,PowerEdge 6850,Serveur,1,Rackable,4,DELL,48BSZ2J,760,"3,30",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.3,,Eth0(10.167.130.3),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.3"
137,TPB -1,DIVERS 1,DEBMIROIR-NAT-01,PowerEdge 2950,Serveur,1,Rackable,2,DELL,4YN054J,350,"1,52",D.39,G2-D2,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,2,0,,0,,2RJ,,,,,,Err :502,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.64.11,Debmiroir-01,Eth3(10.167.64.11),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.64.11"
87,TPB -1,DEM4,DEBMIROIR-NAT-02,PowerEdge 2950,Serveur,1,Rackable,2,DELL,5YN054J,350,"1,52",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,2,0,,0,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.64.12 (pas de résolution),Debmiroir-02,Eth0(10.167.64.12),?
138,TPB -1,DIVERS 1,ETL-01,PowerEdge R710,Serveur,1,Rackable,2,DELL,FJT5L4J,200,"0,87",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.7,,"Eth0(10.167.133.7), eth1(10.167.5.7)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.7. Ajouter le vlan1505(10.167.5.7) taggé sur le port du switch et le bond0"
308,TPB -1,SINGLE 3,ETL-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,DJT5L4J,180,"0,78",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.8,,Eth0(10.167.133.8) eth1(10.167.5.8),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.8. Ajouter le vlan1505(10.167.5.8) taggé sur le port du switch et le bond0"
