ID,Localisation,Rack,Nom du matériel,MODELE,Type,Nb Elts,Architecture,U,MARQUE,numéro de série,"CONSO (Watt)",I,"PDU Ondulé","PDU Normal",cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,Baie,Id-baie,"FC Total","FC Calculé","FC Utilisé","FC Futur","RJ45 Total","RJ45 Calculé","RJ45 Utilisé","RJ45 Futur","10Gbps Futur","RJ45 CM","IPMI Dédié","IPMI Utilisé","IPMI Futur",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,,,IP,"Hostname <> Machine",Etat configuration réseau,Actions conf réseau à mener
139,TPB -1,DIVERS 1,ETL-03,PowerEdge R820,Serveur,1,Rackable,2,DELL,HLGZ7X1,140,"0,61",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,4,2,2,,4,1,,1,,,,,,2FC,,Err :502,Err :502,Err :502,Err :502,Err :502,-2,Err :502,10.167.133.10,,"Eth0(10.167.133.10), eth1(10.167.5.10)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.10. Ajouter le vlan1505(10.167.5.10) taggé sur le port du switch et le bond0"
13,TPA 1,Gauche,GRPAPPLIS,EqualLogic PS6100XV,Baie de disques,1,Rackable,4,DELL,GJKSD5J,700,,,,∞,,ATL – applicatif,ATL,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,10,10,10,,10,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
60,TPB -1,DEM2,H-DEV-02,PowerEdge 2950,Serveur,1,Rackable,2,DELL,B5QM03J,350,"1,52",,,H-dev,,Cluster admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,2,2,,6,3,4,,2,0,,0,2FC,2RJ,2RJ,,,,,-2,2,2,Err :502,Err :502,Err :502,Err :502,10.167.129.80,,Je ne peux pas m'authentifier sur la machine,?
164,TPB -1,DNS RIE,H-DNSRIE-SOA-PARIS01,PowerEdge R720,Serveur,1,Rackable,2,DELL,DZXCJ32,98,"0,43",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.25,,"bond0(eth0-eth1,10.167.129.25)",Déménagement en l'état
165,TPB -1,DNS RIE,H-DNSRIE-SOAPUB-PARIS01,PowerEdge R720,Serveur,1,Rackable,2,DELL,F0YCJ32,98,"0,43",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.26,,Eth0(10.167.129.26),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.26 – Fait"
223,TPB -1,INFRA 1,H-PREPROD-01,PowerEdge R820,Serveur,1,Rackable,2,DELL,3SMKF02,280,"1,22",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,4,4,,4,1,,1,,4RJ,1FC,1FC,,,,Err :502,4,-1,-1,Err :502,Err :502,Err :502,10.167.129.133,,Je ne peux pas m'authentifier sur la machine,?
375,TPB -1,VMBD1,H-RECETTE-01,PowerEdge R820,Serveur,1,Rackable,2,DELL,6B4RJ32,224,"0,97",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,12,2+2,4,,4,1,,1,,4RJ,1FC,1FC,,4RJ,,Err :502,4,-1,-1,Err :502,4,Err :502,10.167.129.130,,Je ne peux pas m'authentifier sur la machine,?
16,TPA 1,Gauche,HP01.AUTH.RITAC.I2,Proliant DL360pG8,Serveur,1,Rackable,1,HP,CZJ422010L,750,,,,∞,,ATL – applicatif,ATL,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,8,,,4,1,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
17,TPA 1,Gauche,HP02.AUTH.RITAC.I2,Proliant DL360pG8,Serveur,1,Rackable,1,HP,CZJ422010M,750,,,,∞,,ATL – applicatif,ATL,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,8,,,4,1,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
296,TPB -1,SINGLE 1,INDEXER-03,PowerEdge R810,Serveur,1,Rackable,2,DELL,FHLT75J,384,"1,67",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.120,,Eth0(10.167.130.120),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.120"
297,TPB -1,SINGLE 1,IRIDIUM,PowerEdge 6850,Serveur,1,Rackable,4,DELL,1HVCZ2J,760,"3,30",2.11,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,ISCI,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.140.2,,Je ne peux pas m'authentifier sur la machine,?
298,TPB -1,SINGLE 1,LOG-01,PowerEdge R810,Serveur,1,Rackable,2,DELL,259M15J,414,"1,80",D.38,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.9,,Eth0(10.167.130.9),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.9"
94,TPB -1,DEM4,LOG-02,PowerEdge R710,Serveur,1,Rackable,2,DELL,DFC2F4J,228,"0,99",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,6,2,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.11,,Eth0(10.167.130.11),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.11"
141,TPB -1,DIVERS 1,LOG-03,PowerEdge R710,Serveur,1,Rackable,2,DELL,B6FXD5J,197,"0,86",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.15,,Eth0(10.167.130.15),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.15"
299,TPB -1,SINGLE 1,MUNIN-01,PowerEdge R710,Serveur,1,Rackable,2,DELL,12WKR4J,373,"1,62",D.38,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.123.7,,Eth0(10.167.123.7),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.123.7"
315,TPB -1,SINGLE 3,ORACLE-01,PowerEdge R720,Serveur,1,Rackable,2,DELL,9HJNV02,196,"0,85",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,2,2,,4,1,,1,,,4RJ,1FC,1FC,,,Err :502,Err :502,4,-1,-1,Err :502,Err :502,10.167.132.31,,"bond0(eth0-eth1,10.167.132.31)",Déménagement en l'état
316,TPB -1,SINGLE 3,ORACLE-02,PowerEdge R720,Serveur,1,Rackable,2,DELL,4FJNV02,168,"0,73",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,2,2,,4,1,,1,,,4RJ,1FC,1FC,,,Err :502,Err :502,4,-1,-1,Err :502,Err :502,10.167.132.32,,Connection time out – ICMP NOK,?
317,TPB -1,SINGLE 3,ORACLE-03,PowerEdge R720,Serveur,1,Rackable,2,DELL,3GJNV02,196,"0,85",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,8,2,2,,4,1,,1,,,4RJ,1FC,1FC,,,Err :502,Err :502,4,-1,-1,Err :502,Err :502,10.167.132.33,,"bond0(eth0-eth1,10.167.132.33)",Déménagement en l'état
119,TPB -1,DEM6,ORACLE-04,PowerEdge R730,Serveur,1,Rackable,2,DELL,G0XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.34,,"Redhat bond0(eth0-eth1, 10.167.132.34 ) +vlan1504(10.167.4.34)",Déménagement en l'état
120,TPB -1,DEM6,ORACLE-05,PowerEdge R730,Serveur,1,Rackable,2,DELL,31XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.35,,Connection time out – ICMP NOK,?
121,TPB -1,DEM6,ORACLE-06,PowerEdge R730,Serveur,1,Rackable,2,DELL,HZWNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.36,,Connection time out – ICMP NOK,?
122,TPB -1,DEM6,ORACLE-07,PowerEdge R730,Serveur,1,Rackable,2,DELL,50WNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.37,,Connection time out – ICMP NOK,?
123,TPB -1,DEM6,ORACLE-08,PowerEdge R730,Serveur,1,Rackable,2,DELL,C0XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.38,,Connection time out – ICMP NOK,?
124,TPB -1,DEM6,ORACLE-09,PowerEdge R730,Serveur,1,Rackable,2,DELL,90XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.39,,"bond0(eth0-eth1,10.167.132.39) + vlan1504 (10.167.4.39)",?
318,TPB -1,SINGLE 3,ORACLE-PIACD,PowerEdge R910,Serveur,1,Rackable,4,DELL,FVMJR4J,540,"2,35",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,4,2,2,,4,1,,1,,,1FC,1FC,,,,Err :502,Err :502,-1,-1,Err :502,Err :502,Err :502,10.167.132.9,,"bond0(eth0-eth1,10.167.132.9)",Déménagement en l'état
149,TPB -1,DIVERS 1,PUPPETDASHBOARD-01,PowerEdge R610,Serveur,1,Rackable,1,DELL,D8FT75J,152,"0,66",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.34,,Eth0(10.167.130.34),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.34"
301,TPB -1,SINGLE 1,PUPPETMASTER-01,PowerEdge 6850,Serveur,1,Rackable,4,DELL,38BSZ2J,760,"3,30",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.31,,Eth0(10.167.130.31),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.31"
302,TPB -1,SINGLE 1,PUPPETMASTER-PARIS01,PowerEdge R610,Serveur,1,Rackable,1,DELL,CBD2F4J,200,"0,87",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,8,1,2,,4,0,,1,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.33,,Eth0(10.167.130.33),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.33"
150,TPB -1,DIVERS 1,SAFEWORLD,PowerEdge 2950,Serveur,1,Rackable,2,DELL,DXLM03J,350,"1,52",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,2,1,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.156.3,,Windows2008R2,Déménagement en l'état
303,TPB -1,SINGLE 1,SGBD-DEV-A,PowerEdge 2950,Serveur,1,Rackable,2,DELL,6YN054J,350,"1,52",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,1,2,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.135.4,Sgbd-deva,Connection time out – ICMP NOK,?
304,TPB -1,SINGLE 1,SGBD-DEV-B,PowerEdge R710,Serveur,1,Rackable,2,DELL,GTZ4H4J,230,"1,00",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,6,1,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.135.6,Sgbd-devb,Connection time out – ICMP NOK,?
305,TPB -1,SINGLE 1,SGBD-DEV-C,PowerEdge R710,Serveur,1,Rackable,2,DELL,FTZ4H4J,230,"1,00",2.11,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,6,1,2,,4,0,,1,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.135.8,Sgbd-devc,Connection time out – ICMP NOK,?
306,TPB -1,SINGLE 1,SGBD-PRODD-01,PowerEdge R810,Serveur,1,Rackable,2,DELL,J3Y6X4J,418,"1,82",D.38,G2-D4,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,3,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.23,,"Eth0(10.167.132.23, 10.167.132.147)eth2(vlan1504:10.167.4.23)","Créer un bond0 avec eth0 et eth1, lui affecter les ip  10.167.132.23 et 10.167.132.147. Ajouter le vlan1504(10.167.4.23) taggé sur le port du switch et le bond0"
236,TPB -1,INFRA 1,SUPERVISION-02,PowerEdge R810,Serveur,1,Rackable,2,DELL,5NNXD5J,432,"1,88",2.12,G2-D7,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.123.12,,Eth0(10.167.123.12),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.123.12"
103,TPB -1,DEM5,CGDD-04,PowerEdge 2900,Serveur,1,Rackable,5,DELL,5ZXS25J,930,"4,04",,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
104,TPB -1,DEM5,CGDD-05,PowerVault 124T,Robot,1,Rackable,2,DELL,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,1,0,0,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
105,TPB -1,DEM5,CGDD-06,SuperLoader 3,Robot,1,Rackable,2,QUANTUM,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,1,0,0,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
106,TPB -1,DEM5,CGDD-07,EdgeFort,Librairie,1,Rackable,2,ARKEIA,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,1,1,1,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
107,TPB -1,DEM5,CGDD-08,PowerEdge R710,Serveur,1,Rackable,2,DELL,7V1Z75J,177,"0,77",,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,7,1,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
108,TPB -1,DEM5,CGDD-09,PowerEdge R710,Serveur,1,Rackable,2,DELL,8V1Z75J,186,"0,81",,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,6,1,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
109,TPB -1,DEM5,CGDD-10,PS 4100,Baie de disques,1,Rackable,2,DELL,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,6,4,4,,6,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
110,TPB -1,DEM5,CGDD-11,PS 4100,Baie de disques,1,Rackable,2,DELL,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,6,6,6,,6,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
111,TPB -1,DEM5,CGDD-SW1,PowerConnect 6424,Commutateur LAN,1,Rackable,1,DELL,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,0,0,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
112,TPB -1,DEM5,CGDD-SW2,PowerConnect 6424,Commutateur LAN,1,Rackable,1,DELL,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,0,0,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
41,TPB -1,CGEDD,CGEDD – Netapp,FAS 2040 / DS 4243,Baie de disques,2,Rackable,6,NETAPP,,1350,"5,87",,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,6,6,6,,6,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
42,TPB -1,CGEDD,CGEDD – SAE,PowerEdge 840,Serveur,1,Tour,10,DELL,597BB4J,420,"1,83",,,,,Singleton DG,CGEDD,A virtualiser,3,S1,3,,S1-3-,0,0,0,0,,2,1,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
194,TPB -1,ETAGERES,CGEDD-FICHIER1,PowerEdge T610,Serveur,1,Tour,0,DELL,1FZ4Y4J,143,"0,62",,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
195,TPB -1,ETAGERES,CGEDD-SBL-CGEDD-01,PowerEdge 1800,Serveur,1,Tour,0,DELL,5J73S1J,650,"2,83",,,,,Singleton DG,CGEDD,A virtualiser,3,S1,3,,S1-3-,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
197,TPB -1,ETAGERES,DC-NT-DGITM-HORUS,PowerEdge T610,Serveur,1,Tour,0,DELL,4YS0M4J,150,"0,65",,,,,Singleton DG,DGITM,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
198,TPB -1,ETAGERES,DC-NT-DGITM-SIG,PowerEdge T610,Serveur,1,Tour,0,DELL,JNVPV4J,156,"0,68",,,,,Singleton DG,DGITM,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
129,TPB -1,DIEPPE,DGPR,PowerVault MD1000,Baie de disques,1,Rackable,3,DELL,,480,"2,09",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,1,1,1,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
113,TPB -1,DEM5,DGPR – S3IC PRE_PROD,DL 160 G6,Serveur,1,Rackable,1,HP,,,,,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
130,TPB -1,DIEPPE,DGPR-03,PowerEdge R810,Serveur,1,Rackable,2,DELL,70J5C5J,290,"1,26",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,1,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
131,TPB -1,DIEPPE,DGPR-04,PowerEdge R610,Serveur,1,Rackable,1,DELL,1NM5C5J,100,"0,43",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,1,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.68.20,,Connection time out – ICMP NOK,?
132,TPB -1,DIEPPE,DGPR-05,PowerEdge R610,Serveur,1,Rackable,1,DELL,14XWD5J,100,"0,43",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,1,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
114,TPB -1,DEM5,DGPR-WIN 2012 S3IC,DL 160 G6,Serveur,1,Rackable,1,HP,,,,,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
133,TPB -1,DIEPPE,GIDIC,PowerEdge 6850,Serveur,1,Rackable,4,DELL,54D863J,760,"3,30",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
271,TPB -1,RH1,REHHMC-03,7042-CR5,Serveur,1,Rackable,1,BULL,65D8DDB,350,"1,52",,,?,,REHUCIT,DOIP/DOIF,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,2,2,,2,,1,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
382,TPB -1,Stock,Robot CGEDD (neuf),PowerVault TL2000,Librairie,1,Rackable,2,DELL,78SNS42,,,,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,TPB -1,Stock,Serveur de sauvegarde,PowerEdge R730,Serveur,1,Rackable,2,DELL,GSHWH82,,,,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,,,,4,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
381,TPB -1,VMBD1,SGBD-SITADEL-01,PowerEdge R810,Serveur,1,Rackable,2,DELL,GXQ6X4J,410,"1,78",,,,,Singleton DG,DOIP,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.134,,Eth0(10.167.132.134)  +vlan1504(10.167.4.134),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.132.134. Appliquer le vlan1504 avec l'ip 10.167.4.134 sur le bond0"
101,TPB -1,DEM4,SGBD-SITADEL-02,PowerEdge R810,Serveur,1,Rackable,2,DELL,HXQ6X4J,416,"1,81",,,,,Singleton DG,DOIP,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.135,,Eth0(10.167.132.135),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.132.135"
134,TPB -1,DIEPPE,SRV01-DPMA,Proliant DL580 G7,Serveur,1,Rackable,4,HP,CZJ1040DC2,1290,"5,61",,,,,Singleton DG,DPMA,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
269,TPB -1,RH1,VIO1,8203-E4A,Serveur,1,Rackable,4,IBM,DXU-P68-654F515,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,3,S1,3,,S1-3-,4,4,2,2,,6,2,2,,2,2,1,1,2FC,2FC,,2RJ,2RJ,,,-2,-2,Err :502,2,2,Err :502,Err :502,-,,?,?
270,TPB -1,RH1,VIO2,8203-E4A,Serveur,1,Rackable,4,IBM,DXU-P68-654F565,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,3,S1,3,,S1-3-,4,4,2,2,,6,2,2,,2,2,1,1,2FC,2FC,,2RJ,2RJ,,,-2,-2,Err :502,2,2,Err :502,Err :502,-,,?,?
102,TPB -1,DEM4,VMAC-02,PowerEdge 2950,Serveur,1,Rackable,2,DELL,4P3DW3J,350,"1,52",,,,,bureautique,DOIP/ATL,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,6,1,2,,2,0,,0,2RJ,2RJ,,,,,,2,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.63.114,,Je ne peux pas m'authentifier sur la machine,?
371,TPB -1,VMBD1,EOLE-RELAIS-1,PowerEdge R410,Serveur,1,Rackable,1,DELL,6MPH05J,191,,,,Eole-relais,,Cluster admin,DOIP,Déménagement,3,S1,,,S1--,0,0,0,0,,2,2,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
372,TPB -1,VMBD1,EOLE-RELAIS-2,PowerEdge R410,Serveur,1,Rackable,1,DELL,4MPH05J,191,,,,Eole-relais,,Cluster admin,DOIP,Déménagement,3,S1,,,S1--,0,0,0,0,,2,2,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
337,TPB -1,Stock,H-ORACLE-01,PowerEdge R730,Serveur,1,Rackable,2,DELL,78BYH82,,,,,H-oracle,,Cluster admin,DOIP,Déménagement,3,S1,,,S1--,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
339,TPB -1,Stock,H-ORACLE-03,PowerEdge R730,Serveur,1,Rackable,2,DELL,78D2J82,,,,,H-oracle,,Cluster admin,DOIP,Déménagement,3,S1,,,S1--,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
